,pl_name,hostname,pl_bmasse,pl_orbper,pl_orbsmax,st_mass
0,K2-157 b,K2-157,1.14,0.3652575,0.00962,0.89
1,K2-229 b,K2-229,2.59,0.584249,0.012888,0.837
2,HD 80653 b,HD 80653,5.6,0.719573,0.0166,1.18
3,HD 80653 b,HD 80653,5.72,0.719573,0.01661,1.18
4,55 Cnc e,55 Cnc,8.08,0.736539,0.01544,0.9
5,55 Cnc e,55 Cnc,8.63,0.73654,0.01583,0.963
6,55 Cnc e,55 Cnc,7.81,0.7365437,0.01544,0.905
7,55 Cnc e,55 Cnc,9.37593801,0.7365445,0.01583,0.974708
8,55 Cnc e,55 Cnc,8.37,0.736546,0.01583,0.9
9,55 Cnc e,55 Cnc,7.99,0.7365474,0.01544,0.905
10,55 Cnc e,55 Cnc,8.09479,0.7365478,0.015439,0.9
11,55 Cnc e,55 Cnc,8.13928,0.7365515,0.015690907,0.95
12,CoRoT-7 b,CoRoT-7,6.99226,0.853585,0.0169,0.884
13,CoRoT-7 b,CoRoT-7,21,0.853585,0.0172,0.93
14,CoRoT-7 b,CoRoT-7,4.8,0.853585,0.017,0.899
15,CoRoT-7 b,CoRoT-7,5.74,0.85359159,0.017016,0.913
16,CoRoT-7 b,CoRoT-7,4.73,0.85359165,0.017,0.899
17,EPIC 201595106 b,EPIC 201595106,7.67,0.87724,0.0177,0.958
18,HAT-P-23 b,HAT-P-23,658,1.21288287,0.02302,1.104
19,HAT-P-23 b,HAT-P-23,626.1251,1.21288287,0.0232,1.13
20,HAT-P-23 b,HAT-P-23,664.237,1.212884,0.0232,1.13
21,HAT-P-36 b,HAT-P-36,611.82275,1.3273466,0.02402,1.049
22,HAT-P-36 b,HAT-P-36,588.62116,1.32734683,0.02388,1.03
23,HAT-P-36 b,HAT-P-36,587.413406,1.32734683,0.0241,1.03
24,HAT-P-36 b,HAT-P-36,587.9855,1.327347,0.02382,1.022
25,HAT-P-36 b,HAT-P-36,582.24,1.327347,0.0238,1.022
26,CoRoT-1 b,CoRoT-1,359.1479,1.5089557,0.0261,1.03
27,CoRoT-1 b,CoRoT-1,390.9309,1.5089682,0.02752,1.22
28,CoRoT-1 b,CoRoT-1,327.3649,1.5089686,0.02536,0.95
29,CoRoT-14 b,CoRoT-14,2358.2986,1.51214,0.02691,1.13
30,CoRoT-14 b,CoRoT-14,2437.7561,1.51214,0.02687,1.125
31,CoRoT-14 b,CoRoT-14,2415.4,1.51214,0.027,1.13
32,GJ 1214 b,GJ 1214,8.17,1.58040433,0.0149,0.178
33,GJ 1214 b,GJ 1214,8.41,1.580404531,0.01505,0.182
34,GJ 1214 b,GJ 1214,6.261251,1.58040456,0.01411,0.15
35,Kepler-9 d,Kepler-9,8.41466053,1.59295975,0.0269056221,1.024
36,CoRoT-2 b,CoRoT-2,1150.5446,1.7429935,0.02854,1.018
37,CoRoT-2 b,CoRoT-2,1134.6531,1.7429935,0.02835,0.997
38,CoRoT-2 b,CoRoT-2,1102.82,1.7429935,0.02798,0.96
39,CoRoT-2 b,CoRoT-2,1048.839,1.74299673,0.0281,0.97
40,CoRoT-18 b,CoRoT-18,1102.82,1.9000693,0.0295,0.95
41,CoRoT-18 b,CoRoT-18,1039.3041,1.9000693,0.0286,0.861
42,CoRoT-18 b,CoRoT-18,1099.6918,1.9000693,0.0295,0.95
43,CoRoT-18 b,CoRoT-18,1048.839,1.90009,0.0288,0.88
44,GJ 876 d,GJ 876,7.53,1.93774,0.0208067,0.336778
45,GJ 876 d,GJ 876,6.83,1.93778,0.02080665,0.32
46,GJ 876 d,GJ 876,7.49,1.937848,0.02183911,0.37
47,GJ 876 d,GJ 876,7.4,1.93785,0.021,0.334
48,GJ 876 d,GJ 876,5.84804269,1.937916,0.02183,0.369607
49,GJ 876 d,GJ 876,8.06143677,1.938,0.021,0.336778
50,HAT-P-32 b,HAT-P-32,273.322,2.150008,0.0343,1.16
51,HAT-P-32 b,HAT-P-32,216.1244,2.1500082,0.03397,1.132
52,HAT-P-32 b,HAT-P-32,238.3725,2.15000825,0.03427,1.16
53,K2-216 b,K2-216,8,2.1748,0.028,0.7
54,HD 189733 b,HD 189733,371.85923619,2.218,0.031,0.84
55,HD 189733 b,HD 189733,369.63443734,2.218555,0.03126,0.827851
56,HD 189733 b,HD 189733,363.582,2.218573,0.03099,0.806
57,HD 189733 b,HD 189733,356.92309,2.2185752,0.031,0.806
58,HD 189733 b,HD 189733,365.5045,2.21857578,0.03142,0.84
59,HD 189733 b,HD 189733,370.58978,2.218577,0.03106,0.812
60,HD 189733 b,HD 189733,365.49,2.219,0.0313,0.82
61,GJ 436 b,GJ 436,23.1688,2.64385,0.02872,0.452
62,GJ 436 b,GJ 436,22.6603,2.64385,0.0285,0.44
63,GJ 436 b,GJ 436,21.6751,2.643859,0.0278,0.419868
64,GJ 436 b,GJ 436,22.1,2.64388312,0.0291,0.47
65,GJ 436 b,GJ 436,21.23093759,2.643892,0.02849,0.441167
66,GJ 436 b,GJ 436,23.424071,2.64389524,0.02887,0.459
67,GJ 436 b,GJ 436,25.4,2.64389803,0.0308,0.556
68,GJ 436 b,GJ 436,21.3891,2.643943,0.0278,0.419868
69,GJ 436 b,GJ 436,21.36,2.644,0.028,0.419868
70,GJ 436 b,GJ 436,21.294,2.6441,0.0278,0.41
71,GJ 3634 b,GJ 3634,8.4,2.64561,0.0287,0.45
72,HAT-P-16 b,HAT-P-16,1332.605,2.77596,0.0413,1.218
73,HAT-P-16 b,HAT-P-16,1341.56043,2.7759712,0.04134,1.218
74,Kepler-21 b,Kepler-21,10.4,2.785755,0.042507,1.34
75,Kepler-21 b,Kepler-21,5.08,2.78578,0.0427172,1.408
76,Kepler-21 b,Kepler-21,7.5,2.7858212,0.0434,1.408
77,HAT-P-5 b,HAT-P-5,324.1866,2.7884736,0.04073,1.157
78,HAT-P-5 b,HAT-P-5,336.89,2.788491,0.04075,1.16
79,55 Cnc e,55 Cnc,7.4687,2.79674,0.0377,0.9
80,HAT-P-37 b,HAT-P-37,371.528,2.797436,0.0379,0.929
81,HAT-P-37 b,HAT-P-37,381.396,2.797436,0.03793,0.929
82,55 Cnc e,55 Cnc,14.30235,2.808,0.038,0.95
83,HAT-P-30 b,HAT-P-30,225.968,2.810595,0.0419,1.242
84,HAT-P-30 b,HAT-P-30,237.10118,2.810595,0.0419,1.242
85,CoRoT-12 b,CoRoT-12,281.91521,2.828042,0.0394,1.018
86,CoRoT-12 b,CoRoT-12,291.438,2.828042,0.04016,1.078
87,CoRoT-12 b,CoRoT-12,290.81445,2.828042,0.04013,1.078
88,CoRoT-12 b,CoRoT-12,277.46559,2.82805268,0.0392,1
89,HAT-P-20 b,HAT-P-20,2294.7326,2.875316938,0.03593,0.742
90,HAT-P-20 b,HAT-P-20,2302.899,2.875317,0.0361,0.756
91,HAT-P-20 b,HAT-P-20,2310.6241,2.8753186,0.03617,0.756
92,HD 149026 b,HD 149026,103.61258,2.8758911,0.0432,1.3
93,HD 149026 b,HD 149026,113.14748,2.8758911,0.04288,1.271
94,HD 149026 b,HD 149026,102.34126,2.8758916,0.04364,1.34
95,HD 149026 b,HD 149026,114.10097,2.87598,0.04313,1.294
96,HD 149026 b,HD 149026,114.8,2.8766,0.042,1.3
97,HAT-P-3 b,HAT-P-3,189.42668,2.899703,0.03882,0.928
98,HAT-P-3 b,HAT-P-3,190.38017,2.899703,0.03894,0.936
99,HAT-P-3 b,HAT-P-3,193.55847,2.899736,0.03899,0.928
100,HAT-P-3 b,HAT-P-3,187.83,2.899736,0.03866,0.917
101,HAT-P-3 b,HAT-P-3,185.61272,2.899736,0.03842,0.9
102,HAT-P-3 b,HAT-P-3,187.83753,2.899736,0.03871,0.92
103,HAT-P-3 b,HAT-P-3,189.10885,2.89973838,0.03878,0.925
104,HAT-P-13 b,HAT-P-13,285.72917,2.9162383,0.04383,1.32
105,HAT-P-13 b,HAT-P-13,280.64389,2.9162383,0.0427,1.22
106,HAT-P-13 b,HAT-P-13,271.098,2.91626,0.0427,1.22
107,CoRoT-11 b,CoRoT-11,832.7146,2.994325,0.04407,1.27
108,CoRoT-11 b,CoRoT-11,791.3967,2.994325,0.04351,1.23
109,CoRoT-11 b,CoRoT-11,740.51,2.99433,0.0436,1.27
110,CoRoT-11 b,CoRoT-11,743.7222,2.99433,0.044,1.26
111,HAT-P-27 b,HAT-P-27,197.05,3.039577,0.04,0.916
112,HAT-P-27 b,HAT-P-27,195.78328,3.0395824,0.03998,0.92
113,HAT-P-27 b,HAT-P-27,209.759,3.039586,0.0403,0.945
114,HAT-P-4 b,HAT-P-4,208.17865,3.056328,0.0445,1.26
115,HAT-P-4 b,HAT-P-4,216.1244,3.0565195,0.04465,1.271
116,HAT-P-4 b,HAT-P-4,206.90733,3.0565254,0.04449,1.248
117,HAT-P-4 b,HAT-P-4,213.255,3.056536,0.04438,1.248
118,HAT-P-4 b,HAT-P-4,216.1244,3.056536,0.0446,1.26
119,HAT-P-8 b,HAT-P-8,430.34182,3.0763458,0.04496,1.28
120,HAT-P-8 b,HAT-P-8,483.08,3.0763776,0.0487,1.28
121,HD 179949 b,HD 179949,291.12,3.092514,0.0443,1.21
122,HD 179949 b,HD 179949,307.34006957,3.092535,0.04439,1.220173
123,HD 179949 b,HD 179949,266.9772,3.093,0.045,1.24
124,HD 187123 b,HD 187123,166.218,3.0965828,0.0426,1.04
125,HD 187123 b,HD 187123,161.2601,3.0965886,0.04213,1.04
126,HD 187123 b,HD 187123,159.23203191,3.0965971,0.04186,1.020234
127,HD 187123 b,HD 187123,165.26,3.097,0.042,1
128,GJ 581 e,GJ 581,2.48,3.1481,0.02799,0.295
129,GJ 581 e,GJ 581,1.7,3.14867,0.0284533,0.31
130,GJ 581 e,GJ 581,1.7,3.149,0.02815,0.310747
131,GJ 581 e,GJ 581,1.657,3.153,0.029,0.310747
132,HAT-P-22 b,HAT-P-22,682.352,3.21222,0.0414,0.916
133,HAT-P-22 b,HAT-P-22,690.32676,3.21222,0.04142,0.916
134,HAT-P-22 b,HAT-P-22,696.68336,3.21223328,0.04171,0.936
135,HAT-P-12 b,HAT-P-12,66.10864,3.2130589,0.03837,0.73
136,HAT-P-12 b,HAT-P-12,66.235772,3.21305929,0.03838,0.73
137,HAT-P-12 b,HAT-P-12,67.059,3.2130598,0.0384,0.733
138,HAT-P-12 b,HAT-P-12,63.88383,3.21305992,0.03767,0.691
139,Kepler-6 b,Kepler-6,205.63601,3.2346994,0.04448,1.114
140,Kepler-6 b,Kepler-6,212.31044,3.2346996,0.04852,1.209
141,Kepler-6 b,Kepler-6,201.18639,3.234702,0.04438,1.114
142,Kepler-6 b,Kepler-6,212.619,3.234723,0.04567,1.209
143,HAT-P-28 b,HAT-P-28,202.45771,3.257215,0.04337,1.025
144,HAT-P-28 b,HAT-P-28,198.953,3.257215,0.0434,1.025
145,HD 134060 b,HD 134060,10.1,3.2696,0.0444,1.095
146,HAT-P-24 b,HAT-P-24,217.704,3.35524,0.0465,1.191
147,HAT-P-24 b,HAT-P-24,217.71355,3.3552464,0.0465,1.191
148,HAT-P-24 b,HAT-P-24,229.79109,3.3552479,0.04651,1.191
149,HAT-P-33 b,HAT-P-33,242.176,3.474474,0.0499,1.375
150,HAT-P-33 b,HAT-P-33,209.7678,3.474474,0.04995,1.375
151,BD-10 3166 b,BD-10 3166,152.55,3.487,0.046,1.1
152,BD-10 3166 b,BD-10 3166,145.56,3.48777,0.0452,1.01
153,BD-10 3166 b,BD-10 3166,187.5197,3.48777,0.04,1.47
154,BD-10 3166 b,BD-10 3166,142.70495474,3.487905,0.045,0.999531
155,Kepler-8 b,Kepler-8,177.9848,3.52249905,0.04835,1.213
156,Kepler-8 b,Kepler-8,187.5197,3.5224991,0.0474,1.213
157,Kepler-8 b,Kepler-8,187.5197,3.5225047,0.0485,1.23
158,Kepler-8 b,Kepler-8,191.643,3.52254,0.0483,1.213
159,HD 209458 b,HD 209458,197.05,3.5239,0.046,1.03
160,HD 209458 b,HD 209458,217.704,3.524746,0.04707,1.119
161,HD 209458 b,HD 209458,226.93062,3.52474859,0.04747,1.148
162,HD 209458 b,HD 209458,216.76006,3.52474859,0.04707,1.119
163,HD 209458 b,HD 209458,211.35589065,3.52476,0.04634,1.069175
164,HD 209458 b,HD 209458,200.22,3.525,0.0467,1.1
165,CoRoT-23 b,CoRoT-23,972.5598,3.6313,0.04809,1.122
166,CoRoT-23 b,CoRoT-23,982.0947,3.6313,0.0484,1.14
167,CoRoT-23 b,CoRoT-23,889.9,3.6313,0.048,1.14
168,HAT-P-35 b,HAT-P-35,335.62848,3.646706,0.04978,1.236
169,HAT-P-35 b,HAT-P-35,334.979,3.646706,0.0498,1.236
170,HAT-P-25 b,HAT-P-25,180.84527,3.65281514,0.0466,1.012
171,HAT-P-25 b,HAT-P-25,180.202,3.652836,0.0466,1.01
172,HAT-P-25 b,HAT-P-25,180.20961,3.652836,0.04659,1.01
173,CoRoT-7 c,CoRoT-7,8.4,3.698,0.046,0.899
174,CoRoT-7 c,CoRoT-7,13.56,3.7,0.045,0.899
175,CoRoT-17 b,CoRoT-17,781.8618,3.7681,0.0481,1.043
176,CoRoT-17 b,CoRoT-17,772.29,3.7681,0.0461,1.04
177,CoRoT-17 b,CoRoT-17,765.9703,3.7681,0.0481,1.04
178,HAT-P-6 b,HAT-P-6,336.58197,3.852985,0.05237,1.29
179,HAT-P-6 b,HAT-P-6,335.932,3.852985,0.05235,1.29
180,HAT-P-6 b,HAT-P-6,337.85329,3.853003,0.05244,1.295
181,HAT-P-6 b,HAT-P-6,351.51998,3.853003,0.05239,1.29
182,CoRoT-19 b,CoRoT-19,367.09365,3.89713,0.05166,1.21
183,CoRoT-19 b,CoRoT-19,346.4347,3.89713,0.0512,1.181
184,CoRoT-19 b,CoRoT-19,352.78,3.89713,0.0518,1.21
185,HAT-P-9 b,HAT-P-9,238.05467,3.92281072,0.05287,1.281
186,HAT-P-9 b,HAT-P-9,241.86863,3.922814,0.0529,1.28
187,HAT-P-9 b,HAT-P-9,247.27174,3.922814,0.0529,1.28
188,HAT-P-9 b,HAT-P-9,247.9,3.92289,0.053,1.28
189,HAT-P-19 b,HAT-P-19,90.26372,4.008778,0.04664,0.842
190,HAT-P-19 b,HAT-P-19,92.802,4.008778,0.0466,0.842
191,HAT-P-19 b,HAT-P-19,88.03846874,4.00878322,0.04599,0.807
192,K2-295 b,K2-295,106.47305,4.024867,0.0451,0.74
193,CoRoT-13 b,CoRoT-13,415.704,4.03519,0.051,1.09
194,CoRoT-13 b,CoRoT-13,423.03173,4.03519,0.05107,1.09
195,CoRoT-13 b,CoRoT-13,416.99296,4.03519,0.051,1.086
196,CoRoT-5 b,CoRoT-5,149.3801,4.0378962,0.05004,1.025
197,CoRoT-5 b,CoRoT-5,151.92274,4.0378962,0.04963,1
198,CoRoT-5 b,CoRoT-5,148.42,4.0378962,0.04947,1
199,CoRoT-5 b,CoRoT-5,145.88397,4.0379156,0.0495,0.99
200,HD 149143 b,HD 149143,422.7139,4.07182,0.053,1.2
201,HD 149143 b,HD 149143,537.1327,4.072,0.05,1.73
202,HD 149143 b,HD 149143,422.7,4.072,0.053,1.21
203,HD 102195 b,HD 102195,155.73591943,4.079,0.049,0.92
204,HD 149143 b,HD 149143,432.2488,4.088,0.052,1.1
205,HD 102195 b,HD 102195,130.3103,4.11377,0.05,0.76
206,HD 102195 b,HD 102195,155.10104,4.11434,0.0491,0.926
207,HAT-P-21 b,HAT-P-21,1261.7851,4.124481,0.0495,0.947
208,HAT-P-21 b,HAT-P-21,1291.289,4.124481,0.0494,0.947
209,HD 125612 c,HD 125612,15.57359194,4.15466,0.051,1.05
210,HD 125612 c,HD 125612,18,4.1547,0.05,1.091
211,HD 125612 c,HD 125612,17.48065,4.15514,0.0524,1.11
212,HATS-36 b,HATS-36,1022.14128,4.1752387,0.05425,1.222
213,61 Vir b,61 Vir,5.11703735,4.21487,0.04956,0.914072
214,61 Vir b,61 Vir,5.1,4.215,0.050201,0.942
215,51 Peg b,51 Peg,150.009,4.230785,0.0527,1.03
216,51 Peg b,51 Peg,147.47238085,4.2307969,0.05235,1.069296
217,51 Peg b,51 Peg,146.2018,4.231,0.052,1.04
218,HAT-P-26 b,HAT-P-26,18.751,4.234516,0.0479,0.816
219,CoRoT-3 b,CoRoT-3,6814.2752,4.2567994,0.0574,1.37
220,CoRoT-3 b,CoRoT-3,6979.5468,4.2567994,0.05783,1.403
221,CoRoT-3 b,CoRoT-3,6747.5309,4.2567994,0.05694,1.359
222,HAT-P-1 b,HAT-P-1,168.4499,4.46529,0.0551,1.12
223,HAT-P-1 b,HAT-P-1,166.54292,4.4652934,0.05535,1.134
224,HAT-P-1 b,HAT-P-1,169.72122,4.4652934,0.0551,1.12
225,HAT-P-1 b,HAT-P-1,166.86075,4.46529976,0.05561,1.151
226,HAT-P-1 b,HAT-P-1,166.86075,4.46529976,0.0553,1.133
227,HAT-P-1 b,HAT-P-1,169.08556,4.46543,0.0553,1.133
228,HAT-P-14 b,HAT-P-14,724.6524,4.627649,0.0596,1.32
229,HAT-P-14 b,HAT-P-14,709.367,4.627669,0.0606,1.386
230,HAT-P-14 b,HAT-P-14,721.79193,4.6276691,0.06108,1.418
231,HAT-P-14 b,HAT-P-14,731.96249,4.627682,0.06062,1.386
232,HD 156668 b,HD 156668,5.02168883,4.64275,0.05024,0.785167
233,HD 156668 b,HD 156668,4.15,4.6455,0.05,0.772
234,GJ 674 b,GJ 674,11.09,4.6938,0.039,0.35
235,HAT-P-31 b,HAT-P-31,682.38101,5.005425,0.061,1.218
236,HAT-P-31 b,HAT-P-31,689.98,5.005425,0.055,1.218
237,HD 109749 b,HD 109749,85.8141,5.239891,0.0615,1.13
238,HD 109749 b,HD 109749,88.989,5.24,0.0635,1.2
239,HD 109749 b,HD 109749,88.9924,5.24,0.06,1.23
240,HD 20781 b,HD 20781,1.93,5.3135,0.0529,0.7
241,GJ 581 b,GJ 581,16.6,5.366,0.041,0.31
242,GJ 581 b,GJ 581,15.2,5.368,0.041,0.310747
243,GJ 581 b,GJ 581,15.6,5.36841,0.0406163,0.31
244,GJ 581 b,GJ 581,15.8,5.3686,0.04061,0.310747
245,GJ 581 b,GJ 581,20.5,5.3686,0.0399,0.295
246,GJ 581 b,GJ 581,16.2410316,5.36879,0.04099,0.318714
247,HAT-P-34 b,HAT-P-34,1058.3739,5.452654,0.06774,1.392
248,HAT-P-34 b,HAT-P-34,1057.694,5.452654,0.0677,1.392
249,HAT-P-18 b,HAT-P-18,62.29468,5.507978,0.0559,0.77
250,HAT-P-18 b,HAT-P-18,63.566,5.508023,0.05596,0.77
251,HAT-P-18 b,HAT-P-18,62.61,5.508023,0.0559,0.77
252,BD-08 2823 b,BD-08 2823,12.7132,5.6,0.06,0.5
253,BD-08 2823 b,BD-08 2823,14.4,5.6,0.056,0.74
254,HAT-P-2 b,HAT-P-2,2771.4776,5.63332,0.0679,1.308
255,HAT-P-2 b,HAT-P-2,2739.6946,5.63341,0.0677,1.298
256,HAT-P-2 b,HAT-P-2,2873.1832,5.63341,0.0677,1.298
257,HAT-P-2 b,HAT-P-2,2888.95,5.6334729,0.06878,1.36
258,HAT-P-2 b,HAT-P-2,2777.8342,5.6334729,0.0674,1.279
259,HAT-P-2 b,HAT-P-2,2765.121,5.6334754,0.0688,1.36
260,HAT-P-2 b,HAT-P-2,2739.6946,5.6335158,0.06814,1.33
261,HAT-P-29 b,HAT-P-29,247.261,5.723186,0.0667,1.207
262,HAT-P-29 b,HAT-P-29,243.77561,5.72339,0.0665,1.199
263,HAT-P-29 b,HAT-P-29,214.85308,5.72339,0.06669,1.207
264,G 9-40 b,G 9-40,4,5.7459982,0.0418,0.2952
265,G 9-40 b,G 9-40,11.7,5.746007,0.0385,0.29
266,HD 10180 c,HD 10180,13.221728,5.75969,0.06412,1.06
267,HD 10180 c,HD 10180,13.1,5.75979,0.0641,1.06
268,HD 1461 b,HD 1461,6.61083087,5.77142,0.0636,1.03064
269,HD 1461 b,HD 1461,6.44,5.77152,0.0634,1.02
270,HD 1461 b,HD 1461,7.6,5.7727,0.063438,1.018
271,HD 118203 b,HD 118203,677,6.1335,0.07,1.23
272,HD 118203 b,HD 118203,886.7457,6.1335,0.07,1.84
273,HD 118203 b,HD 118203,680.15279098,6.1349779,0.0713,1.27
274,HD 118203 b,HD 118203,725.28442477,6.1349847,0.08635,1.353
275,HD 118203 b,HD 118203,688.41632956,6.134985,0.07071,1.251
276,HD 118203 b,HD 118203,693.50158407,6.134989,0.0701,1.22
277,CoRoT-8 b,CoRoT-8,69.92,6.21229,0.063,0.88
278,CoRoT-8 b,CoRoT-8,68.65128,6.21229,0.0633,0.878
279,CoRoT-8 b,CoRoT-8,69.28694,6.212381,0.06339,0.88
280,CoRoT-8 b,CoRoT-8,69.28694,6.212445,0.0636,0.89
281,HD 168746 b,HD 168746,73.1009,6.403,0.065,0.88
282,HD 168746 b,HD 168746,78.819,6.404,0.0659,0.93
283,HD 168746 b,HD 168746,85.8141,6.404,0.07,1.07
284,HD 168746 b,HD 168746,72.90983657,6.4045,0.06504,0.894854
285,HD 102956 b,HD 102956,305.1168,6.4947,0.0807,1.66
286,HD 102956 b,HD 102956,292.4036,6.4948,0.08,1.59
287,HD 102956 b,HD 102956,305.1,6.495,0.081,1.68
288,HD 185269 b,HD 185269,321.0083,6.83776,0.077,1.3
289,HD 185269 b,HD 185269,346.4347,6.83785,0.08,1.57
290,HD 185269 b,HD 185269,298.75,6.838,0.077,1.28
291,HD 185269 b,HD 185269,327.35,6.8399,0.077,1.33
292,GJ 667 C b,GJ 667 C,5.6,7.2004,0.0505,0.33
293,GJ 433 b,GJ 433,5.3,7.3697,0.06,0.48
294,GJ 433 b,GJ 433,6.043,7.3705,0.062,0.48
295,GJ 433 b,GJ 433,5.79,7.3709,0.058,0.48
296,GJ 433 b,GJ 433,6.3566,7.3709,0.06,0.59
297,K2-229 c,K2-229,21.3,8.32834,0.07577,0.837
298,HD 162020 b,HD 162020,4580,8.428198,0.074,0.75
299,HD 162020 b,HD 162020,3127.4472,8.4282,0.08,0.42
300,Kepler-32 c,Kepler-32,158.9,8.7522,0.09,0.58
301,CoRoT-6 b,CoRoT-6,940.7768,8.886593,0.0855,1.054
302,CoRoT-6 b,CoRoT-6,937.5985,8.886593,0.0854,1.05
303,CoRoT-6 b,CoRoT-6,940.74,8.886593,0.0855,1.05
304,CoRoT-4 b,CoRoT-4,228.83,9.20205,0.09,1.16
305,CoRoT-4 b,CoRoT-4,232.33373,9.20205,0.0912,1.194
306,CoRoT-4 b,CoRoT-4,223.43449,9.20205,0.09025,1.16
307,CoRoT-20 b,CoRoT-20,1608.2198,9.24285,0.0892,1.11
308,CoRoT-20 b,CoRoT-20,1366.669,9.24285,0.09,1.14
309,CoRoT-20 b,CoRoT-20,1347.54,9.24285,0.0902,1.14
310,CoRoT-20 b,CoRoT-20,1344.4209,9.24285,0.0901,1.14
311,CoRoT-20 b,CoRoT-20,1315.8162,9.24318,0.0891,1.1
312,HD 181433 b,HD 181433,7.5,9.3743,0.08,0.78
313,HD 181433 b,HD 181433,6.3566,9.3743,0.08,0.63
314,HD 181433 b,HD 181433,7.08757348,9.3745,0.0801,0.78
315,HD 181433 b,HD 181433,7.42102,9.37459,0.08013,0.81
316,HD 160691 d,HD 160691,14,9.55,0.09,1.1
317,HD 160691 d,HD 160691,10.17,9.6369,0.09286,1.03
318,HD 160691 d,HD 160691,10.5547,9.6386,0.09094,1.08
319,HD 125595 b,HD 125595,13.134,9.6737,0.0809,0.756
320,HD 125595 b,HD 125595,6.3566,9.6737,0.08,0.29
321,HAT-P-17 b,HAT-P-17,170.67471,10.338523,0.0882,0.857
322,HAT-P-17 b,HAT-P-17,169.71,10.338523,0.0882,0.857
323,HD 130322 b,HD 130322,330.53,10.7085,0.0896,0.836
324,HD 130322 b,HD 130322,365.18483964,10.70867,0.0929,0.932783
325,HD 130322 b,HD 130322,365.49,10.70871,0.0925,0.92
326,HD 130322 b,HD 130322,324.1866,10.72,0.088,0.79
327,HD 130322 b,HD 130322,346.43296363,10.721,0.09,0.85
328,Kepler-20 c,Kepler-20,11.1,10.8540774,0.0936,0.929
329,Kepler-20 c,Kepler-20,12.75,10.85409089,0.0949,0.948
330,Kepler-20 c,Kepler-20,16.1,10.854092,0.093,0.912
331,Kepler-20 c,Kepler-20,13.55003079,10.85409784,0.0940486658,0.942
332,HAT-P-15 b,HAT-P-15,619.45067,10.863502,0.0965,1.013
333,HAT-P-15 b,HAT-P-15,618.471,10.863502,0.0964,1.013
334,HD 108147 b,HD 108147,82.95,10.8985,0.102,1.22
335,HD 108147 b,HD 108147,127.132,10.901,0.104,1.27
336,HD 136352 b,HD 136352,4.62,11.57779,0.0969,0.906
337,HD 136352 b,HD 136352,4.72,11.57797,0.0964,0.87
338,HD 136352 b,HD 136352,4.81,11.5824,0.0934,0.81
339,HD 20003 b,HD 20003,11.66,11.8482,0.0974,0.875
340,Kepler-24 c,Kepler-24,508.5,12.3335,0.106,1.03
341,GJ 581 c,GJ 581,5.5,12.914,0.0721,0.310747
342,GJ 581 c,GJ 581,5.05347167,12.9144,0.07359,0.318714
343,GJ 581 c,GJ 581,5.652,12.919,0.074,0.310747
344,GJ 581 c,GJ 581,5.6,12.9191,0.072993,0.31
345,GJ 581 c,GJ 581,6.81,12.9211,0.0718,0.295
346,CoRoT-10 b,CoRoT-10,867.6759,13.2406,0.1055,0.89
347,CoRoT-10 b,CoRoT-10,883.5674,13.2406,0.106,0.904
348,CoRoT-10 b,CoRoT-10,874,13.2406,0.1055,0.89
349,Kepler-29 c,Kepler-29,95.3,13.2907,0.11,1
350,HD 1461 c,HD 1461,7.05579064,13.504,0.1121,1.03064
351,HD 1461 c,HD 1461,5.59,13.5052,0.1117,1.02
352,HD 20781 c,HD 20781,5.33,13.8905,0.1004,0.7
353,HD 13808 b,HD 13808,11.2,14.1815,0.10519,0.771
354,55 Cnc b,55 Cnc,266.966,14.465314,0.11339,0.9
355,HD 179079 b,HD 179079,27.5,14.476,0.1216,1.146
356,HD 179079 b,HD 179079,31.783,14.476,0.12,1.53
357,HD 179079 b,HD 179079,25.74423,14.479,0.1214,1.14
358,55 Cnc b,55 Cnc,266.9772,14.648,0.11,0.85
359,55 Cnc b,55 Cnc,254.25,14.651,0.1134,0.9
360,55 Cnc b,55 Cnc,260.61,14.65126,0.1138,0.9
361,55 Cnc b,55 Cnc,263.9785,14.65152,0.11522725,0.95
362,55 Cnc b,55 Cnc,255.4,14.6516,0.1134,0.905
363,55 Cnc b,55 Cnc,261.881,14.65162,0.115,0.9
364,55 Cnc b,55 Cnc,267.29369029,14.65171,0.1162,0.974708
365,55 Cnc b,55 Cnc,266.9772,14.653,0.115,0.95
366,55 Cnc b,55 Cnc,249.17872,14.67,0.115,0.95
367,K2-222 b,K2-222,8.7,15.38857,0.1206,0.989
368,HD 73344 b,HD 73344,12.43,15.604,0.1296,1.19
369,HD 73344 b,HD 73344,10.48,15.611,0.131,1.2
370,GJ 86 b,GJ 86,1284.0332,15.764,0.114,0.8
371,GJ 86 b,GJ 86,1404.8086,15.76491,0.11,0.93
372,GJ 86 b,GJ 86,1242.66,15.76491,0.113,0.77
373,EPIC 229004835 b,EPIC 229004835,10.4,16.141132,0.1237,0.97
374,HD 10180 d,HD 10180,12.013974,16.357,0.12859,1.06
375,HD 10180 d,HD 10180,11.75,16.3579,0.1286,1.06
376,HD 190360 c,HD 190360,18.116,17.1,0.128,0.96
377,HD 190360 c,HD 190360,19.069,17.111,0.1304,0.98
378,HD 190360 c,HD 190360,21.45341747,17.11704,0.1294,0.986343
379,HD 16417 b,HD 16417,22.1,17.24,0.14,1.2
